,users_id,users_name,users_last_name,users_last_name_2,users_initial,users_years,users_gender,users_sector,users_ccaa,users_prov,users_prox,users_phone,users_mail,users_lang,users_lgtb,users_family,users_relig,users_politic,users_vegan,users_pets,users_smoke,users_env,users_range,users_budget,users_sqr_m,users_bath,users_outs,users_facil,users_drive,users_max_p,accion,activo,ajedrez,alegre,alternativa,amable,animales,antiguedades,apasionado,arte,artesanias,astrologia,astronomia,atento,aventura,aventurero,aves,badminton,bailarin,baile,baloncesto,beatboxing,beisbol,belico,bingo,biologia,blogging,blues,bolero,bolillo,bolos,bordado,boxeo,bricolage,buceo,calmado,cantante,canto,carpinteria,cartas,casino,caza,ceramica,cerveza,ciclismo,cienciaficcion,cine,cinefilo,clasica,cocina,colaborador,comedia,comics,comprador,conciertos,copla,corazon,correr,cosplay,costura,creativo,crimen,croche,crossfit,crucigramas,cultura,dardos,decidido,deportista,dibujo,disfraces,divertido,documental,drama,electronica,empatico,emprendedor,entustiasta,escritura,esqui,excursionismo,excursionista,familiar,fantasia,fiestero,filatelia,filologia,fisica,flamenco,flexible,folk,foodie,fotografia,fotografo,fronton,fumadores,futbol,gamer,ganchillo,gastronomia,generoso,gimnasio,golf,gospel,gracioso,hipica,historia,historica,hogar,honesto,iglesia,india,instrumental,instrumentos,jardineria,jazz,latina,libros,literatura,lounge,macrame,madrugador,magia,manualidades,matematicas,meditacion,mediterranea,mesa,metal,mexicana,misterio,moda,modelismo,montanismo,motociclismo,museos,musica,musical,natacion,negro,nocturno,numismatica,opera,optimista,ordenado,oriental,pachangueo,padel,pesca,petanca,pintura,piraguismo,playa,poesia,poker,politica,practico,proactivo,punk,puntocruz,quimica,rb,reciclaje,reggae,relajado,remo,reposteria,robotica,rock,rol,romantica,rompecabezas,saludable,sensato,sociable,socializar,soul,suspense,tarot,teatro,tecnologia,tejido,telenovelas,tenis,tenismesa,terror,trabajo,tratofacil,turismo,vegano,vegetariano,viajar,viajero,videojuegos,vino,vivo,voluntariado,western,yeye,yoga,zarzuela,zoologia
0,1,Lúcia,Carneiro,Ribeiro,L. C.,69,mujer,mantenimiento,Principado de Asturias,Asturias,misma provincia,+34704097091,lúcia_carneiro@hotmail.com,Português,no acepto,Familia,no acepto,no acepto,Común,acepto,no acepto,interior,50-60,600,500,compartido,['terraza' 'jardin' 'piscina'],"['piscina' 'lavanderia' 'cocina' 'futbolin' 'zonasverdes' 'buffet' 'padel'
 'trastero' 'rehabilitacion' 'gimnasio' 'barbacoa' 'garage' 'salacine'
 'recreativos' 'huerto' 'tenis' 'lavavajillas']",True,+10,2,2,0,0,0,1,0,0,1,4,0,0,0,1,0,0,1,3,3,0,2,0,0,0,0,0,0,2,0,0,5,0,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,5,5,0,3,0,0,0,5,0,0,0,5,0,0,0,0,5,5,0,4,1,0,0,1,0,0,1,1,4,0,5,5,0,0,0,4,0,1,3,0,0,0,0,1,0,0,0,5,0,1,0,0,0,2,5,0,1,3,1,0,1,0,0,4,0,0,3,0,0,3,3,0,5,0,0,0,5,5,5,4,4,0,5,0,0,0,0,4,0,0,4,2,5,0,4,0,4,3,0,1,2,2,0,0,3,0,0,0,4,2,4,0,1,3,5,2,0,0,0,5,0,2,0,0,0,0,0,2,0,1,3,1,0,0,0,1,5,0,5,0,0,0,3,0,0,1,0,0,0,2,0,4,0,4,0
1,2,Emma,Vicens,Bernad,E. V.,78,mujer,comunicacion,Islas Baleares,Islas Baleares,misma comunidad,+34946521559,emma_vicens@gmail.com,Castellano,no acepto,Grupo,no acepto,no acepto,Común,no acepto,no acepto,interior,+80,1200,1000,privado,['no'],[],True,<6,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,2,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,5,0,3,0,0,0,0,0,0,4,0,2,3,2,4,2,0,0,0,0,0,2,0,1,0,5,1,0,0,0,0,2,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,0,4,2,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,2,0,0,0,0,0,3,0,0,0,1,1,0,4,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,5,0,0,0,4,2,1,0,0,0,0,0,1,2,0,2,0,0,0,3,0,5,1,0,0,4,5,0
2,3,Fabiana,López,Caparrós,F. L.,65,mujer,investigacioncientifica,Castilla y León,Ávila,misma provincia,+34720300712,fabiana_lópez@fastwebnet.it,Euskara,no acepto,Familia,no acepto,acepto,Vegetariano,no acepto,no acepto,costa,50-60,700,800,privado,['jardin' 'terraza' 'piscina'],['hipica' 'trastero' 'futbolin' 'golf'],True,<6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,4,0,0,0,0,0,5,5,0,5,0,2,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
3,4,Omar,Andrade,Maestre,O. A.,65,hombre,forestal,Castilla-La Mancha,Ciudad Real,misma provincia,+34667294410,omar_andrade@yahoo.com,Castellano,no acepto,Individual,no acepto,acepto,Común,no acepto,acepto,costa,+80,600,550,compartido,['terraza'],"['garage' 'padel' 'lavanderia' 'salamanualidades' 'zonasverdes' 'cubierta'
 'salacine' 'recreativos' 'pingpong' 'futbol' 'rehabilitacion'
 'lavavajillas' 'piscina' 'baloncesto' 'huerto' 'golf' 'gimnasio' 'cocina'
 'buffet' 'futbolin' 'barbacoa' 'esqui' 'hipica']",False,<9,0,0,0,0,2,0,3,1,0,5,0,3,3,0,0,0,3,0,0,1,2,2,0,0,3,0,0,0,0,0,0,4,0,5,0,0,5,0,5,0,0,2,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,3,5,4,0,3,4,0,2,4,0,0,1,0,0,0,3,4,0,0,0,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,3,5,1,5,2,0,0,0,0,1,0,0,0,0,4,0,0,1,4,0,0,4,3,0,0,0,2,0,0,4,0,0,0,0,2,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
4,5,Clara,Jódar,Ródenas,C. J.,70,mujer,ingenieria,País Vasco,Guipúzcoa,misma provincia,+34621395444,clara_jódar@hotmail.com,Galego,no acepto,Grupo,acepto,no acepto,Común,no acepto,no acepto,interior,+80,1400,1000,compartido,['piscina'],"['gimnasio' 'futbolin' 'padel' 'trastero' 'zonasverdes' 'baloncesto'
 'buffet' 'recreativos' 'salamanualidades' 'cubierta' 'rehabilitacion'
 'spa' 'piscina' 'tenis' 'barbacoa' 'billar' 'salacine' 'lavanderia'
 'garage' 'huerto' 'hipica']",True,<3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,4,0,0,1,2,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,5,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,4,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,5,4,1,0,4,0,0,5
5,6,Alfonso,Chacón,Dávila,A. C.,72,hombre,mantenimiento,Ciudad Autónoma de Ceuta,Ceuta,misma provincia,+34723234894,alfonso_chacón@hotmail.com,Castellano,no acepto,Grupo,no acepto,acepto,Vegano,acepto,acepto,interior,60-70,1100,950,compartido,['jardin' 'terraza' 'piscina'],['pingpong' 'baloncesto' 'rehabilitacion' 'hipica' 'zonasverdes'],False,<9,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0,0,5,0,3,1,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
6,7,Pablo,Camino,Santamaría,P. C.,70,hombre,amacasa,Castilla y León,León,misma comunidad,+34733756721,pablo_camino@noos.fr,Euskara,no acepto,Familia,acepto,acepto,Común,no acepto,no acepto,interior,60-70,600,950,privado,['piscina' 'jardin' 'terraza'],"['rehabilitacion' 'lavanderia' 'futbol' 'lavavajillas' 'hipica' 'futbolin'
 'billar' 'salacine' 'barbacoa' 'pingpong' 'recreativos' 'padel' 'buffet'
 'gimnasio' 'cubierta' 'zonasverdes' 'spa']",True,<3,0,0,0,0,0,0,2,0,0,0,0,1,4,2,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,2,0,2,0,3,0,0,5,0,0,0,3,0,0,1,0,0,5,0,0,5,0,0,0,0,0,4,0,0,2,3,0,0,4,0,0,0,5,0,0,5,4,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,3,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,1,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
7,8,Renata,Sarmiento,Gomila,R. S.,76,mujer,musica,Comunidad Foral de Navarra,Navarra,misma comunidad,+34734278140,renata_sarmiento@dbmail.com,Euskara,no acepto,Grupo,no acepto,no acepto,Común,no acepto,no acepto,costa,70-80,900,650,privado,['no'],"['spa' 'huerto' 'lavanderia' 'padel' 'pingpong' 'baloncesto' 'esqui'
 'futbolin' 'rehabilitacion' 'salamanualidades']",True,<3,0,0,3,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,5,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,3,5,0,0,5,0,2,0,4,0,0,3,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,1,0,2,5,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,5,2,3,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,2,1,0,3,0,0,0,0,1,3,0,0,5,4,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,5,2,3,0,4,0,0,0,0,0,0,5,5,0,4,0,0,0
8,9,Pamela,Johnson,,P. J.,63,mujer,rh,Cantabria,Cantabria,todo el país,+34827771559,pamela_johnson@hotmail.it,English,no acepto,Individual,no acepto,no acepto,Vegetariano,no acepto,acepto,interior,+80,700,350,privado,['jardin'],['trastero' 'lavavajillas' 'tenis' 'piscina' 'billar'],True,<6,0,3,2,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,3,0,0,0,0,0,5,0,4,0,5,0,3,0,5,0,0,5,0,0,0,0,0,5,2,1,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,1,3,1,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,2,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
9,10,Samanta,Quintero,Sanchez,S. Q.,68,mujer,otro,Ciudad Autónoma de Melilla,Melilla,todo el país,+34997860952,samanta_quintero@gmail.com,Castellano,acepto,Familia,acepto,no acepto,Común,no acepto,acepto,costa,60-70,400,400,privado,['jardin' 'piscina' 'terraza'],['baloncesto' 'cocina' 'futbol'],True,<3,0,0,0,3,1,0,0,0,0,3,1,5,4,0,0,0,0,2,0,5,0,0,0,0,0,2,0,5,1,5,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,3,0,1,3,0,0,3,2,0,0,0,3,0,0,2,1,0,0,2,0,5,0,3,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,5,0,4,0,0,4,0,5,0,1,0,0,0,0,3,0,0,0,0,0,5,1,5,4,1,0,0,0,0,0,5,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,5,4,0,0,0,5,0,0,5,0,3,4,4,0,0,4,0,0,0,0,0,3,0,0,2,5,0,0,1,0,4,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,2,0,0,0,0
